_id,Lake Name,Township,STN,Site ID,Site Description,Latitude (DMS),Long (DMS),Date (DD-MMM-YY),Calcium (mg/L)
1,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,11-May-08,5.7
2,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,29-Oct-08,4.9
3,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,12-May-09,5.7
4,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,19-May-10,5.8
5,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,25-Jun-10,5.6
6,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,02-Jun-11,5.1
7,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,01-Jul-11,5.6
8,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,29-Jul-11,5.5
9,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,05-Sep-11,5.2
10,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,19-Sep-11,5.5
11,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,17-Oct-11,5.1
12,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,23-May-12,6
13,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,23-Jun-12,6.3
14,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,17-Jul-12,5.5
15,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,24-Aug-12,6.4
16,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,20-May-13,4.9
17,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,20-Jun-13,4.9
18,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,19-May-14,5.7
19,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,22-Jul-14,5.6
20,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,29-May-15,5.5
21,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,21-May-16,5.4
22,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,19-Jul-16,5.6
23,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,10-May-17,5.4
24,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,08-Jun-17,5.6
25,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,29-May-21,5.3
26,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,02-May-15,5.3
27,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,22-May-16,5.1
28,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,26-May-17,5.3
29,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,13-May-18,6.1
30,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,06-May-19,7
31,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,07-Oct-20,6.6
32,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,15-May-21,6.4
33,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,09-May-22,6.4
34,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,18-Sep-08,32.9
35,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,19-May-10,33.2
36,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,22-May-11,31.5
37,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,28-May-12,32.6
38,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,30-May-13,32.9
39,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,07-May-15,33.5
40,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,11-May-16,33.8
41,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,08-Jun-18,33.3
42,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,30-May-19,30.3
43,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,24-May-20,36.4
44,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,17-May-21,33.5
45,ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,25-May-22,32.5
46,AEROBUS LAKE,UNORGANIZED,25,1,"North Basin, Deep Spot- Aer-N",502050,932123,30-May-18,9.6
47,AEROBUS LAKE,UNORGANIZED,25,2,"South Basin, Deep Spot- Aer-S",501826,932503,28-May-13,2
48,AEROBUS LAKE,UNORGANIZED,25,2,"South Basin, Deep Spot- Aer-S",501826,932503,30-May-18,10.6
49,AGNEW LAKE,BALDWIN,6051,3,Belle (Bell's) Bay,462235,813949,31-May-14,3.6
50,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,25-May-08,2.7
51,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,29-Oct-08,2.6
52,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,16-May-09,2.3
53,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,22-May-10,3.3
54,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,06-Jul-10,2.9
55,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,28-May-11,2.8
56,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,30-Jun-11,2.8
57,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,28-Jul-11,3
58,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17-Aug-11,2.9
59,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,12-Sep-11,2.8
60,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,04-Oct-11,3
61,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,21-May-12,3
62,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,23-Jun-12,3
63,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,18-Jul-12,3.3
64,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,29-Aug-12,3.3
65,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,20-May-13,2.6
66,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,15-Jun-13,2.5
67,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,12-Jul-13,2.8
68,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,13-Jun-14,2.9
69,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,18-Jul-14,3.2
70,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,01-Jun-15,2.7
71,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,03-Jul-15,3
72,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,20-May-16,2.5
73,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17-Jun-16,2.7
74,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17-Jun-16,2.7
75,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17-Jul-16,3.1
76,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,02-Jun-18,2.9
77,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,18-May-19,2.2
78,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,11-Jun-19,2.5
79,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,08-Jul-19,2.8
80,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,23-Jun-21,3.2
81,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,16-Jul-21,3.5
82,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,10-Jun-22,3.1
83,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,25-May-08,2.6
84,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,29-Oct-08,2.6
85,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,16-May-09,2.2
86,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,22-May-10,2.9
87,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,06-Jul-10,2.6
88,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,28-May-11,2.7
89,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,30-Jun-11,2.7
90,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,28-Jul-11,2.9
91,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17-Aug-11,2.8
92,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,12-Sep-11,2.7
93,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,06-Oct-11,2.9
94,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,21-May-12,2.9
95,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,23-Jun-12,2.8
96,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,18-Jul-12,3.1
97,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,29-Aug-12,20.4
98,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,20-May-13,2.3
99,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,15-Jun-13,2.5
100,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,12-Jul-13,2.7
101,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,13-Jun-14,2.8
102,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,18-Jul-14,3.1
103,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,01-Jun-15,2.6
104,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,03-Jul-15,2.8
105,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,20-May-16,2.5
106,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17-Jun-16,2.7
107,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17-Jun-16,2.7
108,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17-Jul-16,2.7
109,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,02-Jun-18,2.8
110,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,18-May-19,2
111,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,11-Jun-19,2.3
112,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,08-Jul-19,2.6
113,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,23-Jun-21,3.1
114,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,16-Jul-21,3.3
115,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,10-Jun-22,3
116,AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,11-May-14,29.7
117,AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,18-May-15,31.3
118,AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,22-May-16,26.8
119,AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,22-May-17,27.3
120,AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,26-May-19,27.3
121,AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,11-Jul-21,30.5
122,ALBION LAKE,FARADAY,5204,1,Mid Lake - Deep Spot,450279,775884,04-Jul-15,8.7
123,ALDER LAKE,NEW DUNDEE,7691,1,Deep spot,432112,803211,30-May-21,50.1
124,ALDER LAKE,NEW DUNDEE,7691,1,Deep spot,432112,803211,01-Jul-21,47.7
125,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,11-May-08,8.2
126,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,13-May-09,7.3
127,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,25-May-10,8.1
128,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,30-May-11,7
129,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,21-May-12,7.9
130,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,27-May-13,7.4
131,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,19-May-14,7.7
132,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,17-May-15,7.4
133,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,23-May-16,7.8
134,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,22-May-17,7.2
135,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,21-May-18,7.8
136,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,02-Jun-19,7.6
137,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,04-Oct-20,8.1
138,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,16-May-21,7.8
139,ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,05-Jun-22,7.8
140,ANIMOOSH LAKE,DICKENS,88,1,"Mid Lake, deep spot",454619,780817,19-May-13,2.5
141,ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,24-May-08,4.8
142,ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,18-May-09,4
143,ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,11-Jun-10,4.9
144,ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,26-May-13,4.5
145,ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,19-May-14,4.5
146,ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,12-Jun-17,4.5
147,ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,24-May-18,4.6
148,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,24-May-08,4.8
149,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,18-May-09,4.4
150,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,11-Jun-10,4.8
151,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,26-May-13,4.5
152,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,19-May-14,4.8
153,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,24-May-18,5.4
154,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,06-Jun-19,4.6
155,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,10-Jun-21,4.7
156,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,30-May-22,4.8
157,APUNGSISAGEN LAKE,FREEBORN,7686,1,"Mid lake, deep spot",484540,914203,11-Jun-21,10.8
158,APUNGSISAGEN LAKE,FREEBORN,7686,1,"Mid lake, deep spot",484540,914203,15-Jun-22,9.4
159,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,05-Jun-10,35.1
160,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,12-Jun-11,37.2
161,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,20-May-12,35.9
162,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,20-May-13,37.2
163,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,29-Jun-14,35
164,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,13-Jun-15,35.8
165,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,23-May-16,33.7
166,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,26-Jun-16,32.8
167,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,26-Jul-16,32.1
168,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,06-Jul-17,34.1
169,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,24-Jun-18,36
170,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,19-May-19,30.1
171,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,30-Jun-19,36.4
172,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,03-Jul-22,33.2
173,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,07-Aug-22,30.9
174,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,09-Sep-22,30.6
175,ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,22-Oct-22,30.6
176,ARMISHAW LAKE,HUMPHREY,5041,1,"Mid lake, deep spot",451401,794623,28-May-18,2.2
177,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,09-May-08,2.2
178,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,17-May-10,2
179,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,20-May-11,1.6
180,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,15-May-12,2
181,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,20-May-13,1.8
182,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,19-May-14,2.2
183,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,19-May-15,1.9
184,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,18-May-16,2
185,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,16-May-17,2
186,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,20-May-19,1.9
187,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,18-Apr-21,1.9
188,ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,14-May-22,1.9
189,ARROWHEAD LAKE (RAT),CHAFFEY,126,1,"Mid lake, deep spot",452353,791212,22-May-16,3.4
190,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,12-May-08,4.9
191,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,19-May-10,4.8
192,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,16-May-11,4.5
193,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,13-May-12,4.7
194,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,17-May-13,4.3
195,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,12-May-14,4.9
196,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,13-May-15,4.5
197,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,17-May-16,4.6
198,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,03-May-17,4.6
199,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,16-May-18,4.8
200,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,05-May-19,4.2
201,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,20-May-20,4.3
202,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,10-May-21,4.3
203,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,20-May-22,4.3
204,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,12-May-08,4.8
205,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,19-May-10,4.7
206,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,16-May-11,4.5
207,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,13-May-12,4.6
208,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,17-May-13,4.4
209,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,12-May-14,4.8
210,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,13-May-15,4.6
211,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,17-May-16,4.3
212,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,03-May-17,4.6
213,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,21-May-18,4.7
214,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,06-May-19,4.5
215,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,20-May-20,4.1
216,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,10-May-21,4.3
217,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,20-May-22,4.2
218,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20-May-08,3.4
219,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,24-May-09,1.8
220,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,24-May-10,1.9
221,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,07-May-11,2.7
222,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,13-Apr-12,3.2
223,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,13-May-13,3
224,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20-May-13,2.4
225,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,18-May-14,3.1
226,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,11-May-15,3.1
227,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,19-May-16,3
228,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20-May-17,2.8
229,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,21-May-18,3.2
230,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,21-May-19,2.9
231,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20-May-20,2.4
232,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,18-May-21,2.9
233,AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,28-May-09,2.9
234,AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,16-May-10,3.4
235,AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,29-May-11,2.8
