_id,Lake Name,Township,STN,Site ID,Site Description,Latitude (DMS),Long (DMS),Date (DD-MMM-YY),Calcium (mg/L)
7534,LAKE OF THE WOODS,MCCROSSON,2473,78,Bulman Bay,494317,943314,22-May-08,14.3
7535,LAKE OF THE WOODS,MCCROSSON,2473,78,Bulman Bay,494317,943314,25-May-10,11
7536,LAKE OF THE WOODS,MCCROSSON,2473,78,Bulman Bay,494317,943314,24-May-11,11.9
7537,LAKE OF THE WOODS,MCCROSSON,2473,78,Bulman Bay,494317,943314,01-Jun-12,14.4
7538,LAKE OF THE WOODS,MCCROSSON,2473,78,Bulman Bay,494317,943314,14-May-13,15.6
7539,LAKE OF THE WOODS,MCCROSSON,2473,78,Bulman Bay,494317,943314,22-May-14,14.1
7540,LAKE OF THE WOODS,MCCROSSON,2473,78,Bulman Bay,494317,943314,27-May-15,13.6
7541,LAKE OF THE WOODS,MCCROSSON,2473,78,Bulman Bay,494317,943314,22-Jun-16,12.5
7542,LAKE OF THE WOODS,MCCROSSON,2473,78,Bulman Bay,494317,943314,22-Jun-16,12.5
7543,LAKE OF THE WOODS,MCCROSSON,2473,78,Bulman Bay,494317,943314,05-Jun-17,12.6
7544,LAKE OF THE WOODS,MCCROSSON,2473,78,Bulman Bay,494317,943314,25-May-18,15.4
7545,LAKE OF THE WOODS,MCCROSSON,2473,93,White Partridge Bay,494200,943650,20-May-08,15
7546,LAKE OF THE WOODS,MCCROSSON,2473,93,White Partridge Bay,494200,943650,31-May-09,14.3
7547,LAKE OF THE WOODS,MCCROSSON,2473,101,Route Bay,494014,941810,22-Jun-10,3
7548,LAKE OF THE WOODS,MCCROSSON,2473,101,Route Bay,494014,941810,16-May-11,9.5
7549,LAKE OF THE WOODS,MCCROSSON,2473,103,Storm Bay,494051,941857,24-May-09,11.6
7550,LAKE OF THE WOODS,MCCROSSON,2473,103,Storm Bay,494051,941857,15-May-11,10.7
7551,LAKE OF THE WOODS,MCCROSSON,2473,110,Bigsby Is. Black Pt.,490034,943343,25-May-08,6.2
7552,LAKE OF THE WOODS,MCCROSSON,2473,116,Crow Rk Is-Shamis Is,493625,943357,29-Oct-08,13.3
7553,LAKE OF THE WOODS,MCCROSSON,2473,116,Crow Rk Is-Shamis Is,493625,943357,15-Jun-09,12
7554,LAKE OF THE WOODS,MCCROSSON,2473,116,Crow Rk Is-Shamis Is,493625,943357,20-Jun-10,11.3
7555,LAKE OF THE WOODS,MCCROSSON,2473,116,Crow Rk Is-Shamis Is,493625,943357,11-Jun-11,13
7556,LAKE OF THE WOODS,MCCROSSON,2473,117,SabaskongBayNrMorson,490821,941720,18-May-08,10.9
7557,LAKE OF THE WOODS,MCCROSSON,2473,117,SabaskongBayNrMorson,490821,941720,11-Apr-10,10.5
7558,LAKE OF THE WOODS,MCCROSSON,2473,117,SabaskongBayNrMorson,490821,941720,08-May-11,10.3
7559,LAKE OF THE WOODS,MCCROSSON,2473,117,SabaskongBayNrMorson,490821,941720,18-May-13,11.5
7560,LAKE OF THE WOODS,MCCROSSON,2473,117,SabaskongBayNrMorson,490821,941720,21-Jun-14,10.3
7561,LAKE OF THE WOODS,MCCROSSON,2473,117,SabaskongBayNrMorson,490821,941720,24-Apr-15,10.7
7562,LAKE OF THE WOODS,MCCROSSON,2473,117,SabaskongBayNrMorson,490821,941720,21-May-16,10.3
7563,LAKE OF THE WOODS,MCCROSSON,2473,129,Matheson Bay-E Town Is,494215,942707,31-May-18,13.7
7564,LAKE OF THE WOODS,MCCROSSON,2473,133,Bigstone Deep,494059,942234,29-Oct-08,13.8
7565,LAKE OF THE WOODS,MCCROSSON,2473,133,Bigstone Deep,494059,942234,19-Jul-11,11.5
7566,LAKE OF THE WOODS,MCCROSSON,2473,133,Bigstone Deep,494059,942234,18-Aug-11,13
7567,LAKE OF THE WOODS,MCCROSSON,2473,133,Bigstone Deep,494059,942234,09-Aug-12,13.3
7568,LAKE OF THE WOODS,MCCROSSON,2473,133,Bigstone Deep,494059,942234,19-Jun-13,13.1
7569,LAKE OF THE WOODS,MCCROSSON,2473,133,Bigstone Deep,494059,942234,15-Jul-13,13
7570,LAKE OF THE WOODS,MCCROSSON,2473,134,"Clearwater Bay, Woodchuck B.",494100,945008,08-May-10,13.9
7571,LAKE OF THE WOODS,MCCROSSON,2473,134,"Clearwater Bay, Woodchuck B.",494100,945008,30-May-10,12.7
7572,LAKE OF THE WOODS,MCCROSSON,2473,134,"Clearwater Bay, Woodchuck B.",494100,945008,10-Jul-10,12.5
7573,LAKE OF THE WOODS,MCCROSSON,2473,134,"Clearwater Bay, Woodchuck B.",494100,945008,21-May-12,13
7574,LAKE OF THE WOODS,MCCROSSON,2473,134,"Clearwater Bay, Woodchuck B.",494100,945008,10-Jun-12,14.9
7575,LAKE OF THE WOODS,MCCROSSON,2473,134,"Clearwater Bay, Woodchuck B.",494100,945008,14-Jul-12,13
7576,LAKE OF THE WOODS,MCCROSSON,2473,134,"Clearwater Bay, Woodchuck B.",494100,945008,13-Aug-12,13.8
7577,LAKE OF THE WOODS,MCCROSSON,2473,135,Bigstone Bay - Thunder Bay,494169,942195,31-May-10,11.5
7578,LAKE OF THE WOODS,MCCROSSON,2473,135,Bigstone Bay - Thunder Bay,494169,942195,28-Jun-10,9.3
7579,LAKE OF THE WOODS,MCCROSSON,2473,138,Regina Bay,492403,940019,02-Jul-11,9.4
7580,LAKE OF THE WOODS,MCCROSSON,2473,138,Regina Bay,492403,940019,07-Aug-11,10.2
7581,LAKE OF THE WOODS,MCCROSSON,2473,138,Regina Bay,492403,940019,18-Aug-11,9.4
7582,LAKE OF THE WOODS,MCCROSSON,2473,138,Regina Bay,492403,940019,25-Sep-11,9.3
7583,LAKE OF THE WOODS,MCCROSSON,2473,139,WhitefishB-N Okie Is,492330,940808,24-May-11,9.3
7584,LAKE OF THE WOODS,MCCROSSON,2473,139,WhitefishB-N Okie Is,492330,940808,30-May-12,9.8
7585,LAKE OF THE WOODS,MCCROSSON,2473,139,WhitefishB-N Okie Is,492330,940808,25-May-13,10.5
7586,LAKE OF THE WOODS,MCCROSSON,2473,139,WhitefishB-N Okie Is,492330,940808,28-May-14,11.2
7587,LAKE OF THE WOODS,MCCROSSON,2473,139,WhitefishB-N Okie Is,492330,940808,27-May-15,10.8
7588,LAKE OF THE WOODS,MCCROSSON,2473,139,WhitefishB-N Okie Is,492330,940808,26-May-16,9.4
7589,LAKE OF THE WOODS,MCCROSSON,2473,139,WhitefishB-N Okie Is,492330,940808,01-Jun-17,10
7590,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,18-Jul-14,12.7
7591,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,09-Jun-15,13.2
7592,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,17-Jul-17,12.9
7593,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,26-Jun-18,12.8
7594,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,19-Jun-19,12.7
7595,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,30-Jun-20,12.7
7596,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,31-Jul-20,13.2
7597,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,31-May-21,13.2
7598,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,30-Jun-22,13.5
7599,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,30-Jul-22,14.1
7600,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,26-Aug-22,12.7
7601,LAKE OF THE WOODS,MCCROSSON,2473,141,North of Treaty Isd.,494330,942981,27-Sep-22,13.2
7602,LAKE OF THE WOODS,MCCROSSON,2473,143,Tunnel Island,494548,943042,22-May-18,15
7603,LAKE OF THE WOODS,MCCROSSON,2473,143,Tunnel Island,494548,943042,15-May-19,16
7604,LAKE OF THE WOODS,MCCROSSON,2473,144,Bulman Island,494342,943332,21-May-18,15.1
7605,LAKE OF THE WOODS,MCCROSSON,2473,144,Bulman Island,494342,943332,15-May-19,15
7606,LAKE OF THE WOODS,MCCROSSON,2473,146,Big Grassy Bay,490405,942033,04-Jun-18,13.4
7607,LAKE OF THE WOODS,MCCROSSON,2473,147,Angle Inlet,492152,950146,09-May-18,16.3
7608,LAKE OF TWO MOUNTAINS,FORGIE,7150,1,"E Basin, deep spot",494251,945446,18-May-08,15.3
7609,LAKE OF TWO MOUNTAINS,FORGIE,7150,1,"E Basin, deep spot",494251,945446,04-Sep-08,6
7610,LAKE OF TWO MOUNTAINS,FORGIE,7150,1,"E Basin, deep spot",494251,945446,14-Jun-09,14.6
7611,LAKE OF TWO MOUNTAINS,FORGIE,7150,1,"E Basin, deep spot",494251,945446,19-Jun-10,14.4
7612,LAKE SEYMOUR,,7692,1,SW of Hardy and Oak Islands,442255,775126,18-May-21,42.6
7613,LAKE SEYMOUR,,7692,1,SW of Hardy and Oak Islands,442255,775126,22-Jun-21,37.4
7614,LAKE SEYMOUR,,7692,1,SW of Hardy and Oak Islands,442255,775126,27-Jul-21,33.2
7615,LAKE SEYMOUR,,7692,1,SW of Hardy and Oak Islands,442255,775126,09-May-22,41.8
7616,LAKE SEYMOUR,,7692,1,SW of Hardy and Oak Islands,442255,775126,12-Jun-22,36.4
7617,LAKE SEYMOUR,,7692,1,SW of Hardy and Oak Islands,442255,775126,28-Jul-22,38
7618,LAKE SEYMOUR,,7692,1,SW of Hardy and Oak Islands,442255,775126,30-Sep-22,37.8
7619,L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,04-Sep-08,2.7
7620,L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,13-May-09,31.9
7621,L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,17-May-10,36.8
7622,L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,29-May-11,33.1
7623,L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,09-May-12,33.4
7624,L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,28-May-13,32.7
7625,L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,27-May-14,33.2
7626,L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,26-May-15,35.6
7627,L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,24-May-16,30.9
7628,L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,29-May-17,31.9
7629,L'AMABLE LAKE,FARADAY,2382,2,Deep spot,450102,774841,04-Sep-08,2.1
7630,LANE LAKE,SEGUIN,2483,1,"Mid lake, deep spot",452047,795544,24-Aug-17,1.5
7631,LANE LAKE,SEGUIN,2483,1,"Mid lake, deep spot",452047,795544,21-May-19,1.6
7632,LANE LAKE,SEGUIN,2483,1,"Mid lake, deep spot",452047,795544,31-May-22,1.5
7633,LANG LAKE,CURTIN,2484,1,"Mid lake, deep spot",460929,814219,12-Jun-11,4.8
7634,LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,24-May-12,5.2
7635,LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,06-May-13,5
7636,LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,25-May-14,5.6
7637,LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,21-May-15,5.5
7638,LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,16-May-16,5.1
7639,LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,24-May-17,4.8
7640,LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,21-May-18,5.4
7641,LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,15-May-19,5.1
7642,LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,18-May-21,5.2
7643,LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,08-May-22,5.2
7644,LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,03-May-08,10.2
7645,LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,22-May-10,12.7
7646,LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,26-May-12,10.1
7647,LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,04-May-13,10.4
7648,LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,29-Apr-15,10.7
7649,LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,22-Apr-16,10.3
7650,LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,14-May-17,9.7
7651,LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,15-May-18,10.8
7652,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,04-Jun-10,4.6
7653,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,16-May-11,3.9
7654,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,27-May-12,4.1
7655,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,30-May-13,3.2
7656,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,29-May-14,3.9
7657,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,31-May-15,3.8
7658,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,03-Jun-16,3.7
7659,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,01-Jun-17,3.5
7660,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,04-Jun-18,4.1
7661,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,27-May-19,3.4
7662,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,25-May-21,4.1
7663,LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,19-May-22,4.1
7664,LEECH LAKE,OAKLEY,2529,2,Deep spot,450308,790554,18-Sep-08,2.9
7665,LEECH LAKE,OAKLEY,2529,2,Deep spot,450308,790554,21-Jun-09,2.2
7666,LEECH LAKE,OAKLEY,2529,2,Deep spot,450308,790554,03-May-10,2.7
7667,LEGGAT LAKE,OLDEN,6184,1,"Mid Lake, deep spot",444247,764326,14-May-08,9.3
7668,LENA LAKE,JAFFRAY-MELICK,7684,1,"Mid lake, deep spot",495343,942501,12-May-20,2.6
7669,LENA LAKE,JAFFRAY-MELICK,7684,1,"Mid lake, deep spot",495343,942501,17-May-21,3
7670,LENA LAKE,JAFFRAY-MELICK,7684,1,"Mid lake, deep spot",495343,942501,05-Jun-22,2.3
7671,LEONARD LAKE,MONCK,2540,1,"Stn 1, N end",450453,792641,29-May-19,2
7672,LEONARD LAKE,MONCK,2540,1,"Stn 1, N end",450453,792641,18-May-21,2.2
7673,LEONARD LAKE,MONCK,2540,1,"Stn 1, N end",450453,792641,24-May-22,2.4
7674,LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,29-May-19,2
7675,LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,29-Jun-19,2
7676,LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,17-May-21,2.3
7677,LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,28-Jun-21,2.3
7678,LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,23-Jul-21,2.4
7679,LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,24-May-22,2.4
7680,LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,26-Jul-22,2.4
7681,LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,27-Jul-22,2.4
7682,LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,28-Sep-22,2.3
7683,LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,25-Oct-22,3
7684,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,12-May-09,1.9
7685,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,02-May-10,1.8
7686,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,08-May-11,1.7
7687,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,20-May-12,2
7688,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,19-May-13,1.8
7689,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,18-May-14,2.2
7690,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,11-May-15,2.1
7691,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,22-May-16,2.2
7692,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,11-May-17,2.2
7693,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,29-May-19,2
7694,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,19-May-21,2.2
7695,LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,24-May-22,2.4
7696,LEPINE LAKE (BUCK),"SHERWOOD, JONES & BURNS",7313,2,"Mid lake, deep spot",452840,774348,16-May-21,5.4
7697,LEPINE LAKE (BUCK),"SHERWOOD, JONES & BURNS",7313,2,"Mid lake, deep spot",452840,774348,25-May-22,5
7698,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,25-May-09,30.3
7699,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,16-May-10,41
7700,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,03-Jun-11,35.9
7701,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,12-May-12,35.3
7702,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,31-May-13,36.8
7703,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,20-May-14,38.5
7704,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,30-May-15,36.5
7705,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,22-May-16,35.3
7706,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,27-May-17,37.3
7707,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,20-May-18,38.3
7708,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,19-May-19,35.5
7709,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,28-May-20,37.4
7710,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,19-Jun-21,35.2
7711,LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,28-May-22,36.9
7712,LIMESTONE LAKE,SEGUIN,2557,5,Mid lake,453249,795541,05-Jul-20,7.1
7713,LINGER LONG LAKE (NAPKEN),SEGUIN,2566,1,"Mid lake, deep spot",451755,795928,17-Aug-17,1.4
7714,LINGER LONG LAKE (NAPKEN),SEGUIN,2566,1,"Mid lake, deep spot",451755,795928,30-May-19,1
7715,LINGER LONG LAKE (NAPKEN),SEGUIN,2566,1,"Mid lake, deep spot",451755,795928,20-May-22,1.1
7716,LIONESS LAKE,SEGUIN,2572,1,"Mid lake, deep spot",451836,795142,08-Jun-18,1.9
7717,LIPSY LAKE,GUILFORD,2574,2,"Mid-lake, deep spot",451025,783806,19-May-13,1.1
7718,LIPSY LAKE,GUILFORD,2574,2,"Mid-lake, deep spot",451025,783806,28-May-14,1.5
7719,LIPSY LAKE,GUILFORD,2574,2,"Mid-lake, deep spot",451025,783806,07-Jun-15,1.4
7720,LIPSY LAKE,GUILFORD,2574,2,"Mid-lake, deep spot",451025,783806,09-Jul-19,1.3
7721,LITTLE BASSWOOD LAKE,DAY,7481,1,Large Basin-deepspot,461818,832432,07-May-12,6.6
7722,LITTLE BASSWOOD LAKE,DAY,7481,1,Large Basin-deepspot,461818,832432,13-Jun-12,6.5
7723,LITTLE BASSWOOD LAKE,DAY,7481,1,Large Basin-deepspot,461818,832432,24-Jul-12,6.9
7724,LITTLE BASSWOOD LAKE,DAY,7481,1,Large Basin-deepspot,461818,832432,08-Aug-12,6.5
7725,LITTLE BASSWOOD LAKE,DAY,7481,1,Large Basin-deepspot,461818,832432,16-May-13,6.1
7726,LITTLE BASSWOOD LAKE,DAY,7481,1,Large Basin-deepspot,461818,832432,07-Jun-13,5.9
7727,LITTLE BASSWOOD LAKE,DAY,7481,1,Large Basin-deepspot,461818,832432,24-Jul-13,6.4
7728,LITTLE BOSHKUNG LAKE,ANSON,2594,2,"Mid lake, deep spot",450219,784315,08-Jun-16,4.3
7729,LITTLE BOSHKUNG LAKE,ANSON,2594,2,"Mid lake, deep spot",450219,784315,08-Jun-16,4.3
7730,LITTLE BOSHKUNG LAKE,ANSON,2594,2,"Mid lake, deep spot",450219,784315,09-Jul-18,4.9
7731,LITTLE BOSHKUNG LAKE,ANSON,2594,2,"Mid lake, deep spot",450219,784315,09-Jun-19,4.4
7732,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,17-Jun-09,3.7
7733,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,27-May-10,4.1
7734,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,06-Jun-11,3.5
7735,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,29-May-12,4.4
7736,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,28-May-13,2.6
7737,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,22-May-14,4.4
7738,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,18-May-15,4.5
7739,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,20-May-16,4.2
7740,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,31-May-17,3.6
7741,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,21-May-18,4.9
7742,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,29-May-19,4
7743,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,13-May-20,4.5
7744,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,25-May-21,4.5
7745,LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,13-May-22,3.8
7746,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,11-May-08,14.8
7747,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,02-May-10,13.9
7748,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,06-May-12,13.2
7749,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,28-Apr-13,14.9
7750,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,19-May-14,14.8
7751,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,18-May-15,12.3
7752,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,15-May-16,15.7
7753,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,14-May-17,14.3
7754,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,13-May-18,18
7755,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,02-Jun-19,25.8
7756,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,19-May-20,16.5
7757,LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,06-Jun-21,14
7758,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,04-Sep-08,1.8
7759,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,22-May-09,1.5
7760,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,21-May-10,1.5
7761,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,30-Jun-11,1.8
7762,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,31-May-12,1.7
7763,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,05-Jun-13,1.4
7764,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,30-May-14,2
7765,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,02-Jun-15,1.9
7766,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,31-May-16,1.9
7767,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,07-Jun-17,1.7
7768,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,03-Jun-18,1.9
7769,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,03-Jun-19,1.6
7770,LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,31-May-21,1.9
7771,LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,11-Jun-09,13.6
7772,LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,24-May-10,13.8
7773,LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,10-Jul-11,13.3
7774,LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,20-May-12,13.9
7775,LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,27-May-13,13.4
7776,LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,07-Jun-14,14.7
7777,LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,23-May-16,13
7778,LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,20-Jun-17,12.2
7779,LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,12-Jun-18,13.6
