_id,Lake Name,Township,STN,Site ID,Site Description,Latitude (DMS),Longitude (DMS),Date (dd/mm/yyyy),Chloride (mg/L)
1332,FAIRBANK LAKE,FAIRBANK,1417,1,Stn1-N-Vermilion Bay,462839,812609,10/10/2020,1.8
1333,FAIRBANK LAKE,FAIRBANK,1417,1,Stn1-N-Vermilion Bay,462839,812609,22/07/2022,1.9
1334,FAIRBANK LAKE,FAIRBANK,1417,1,Stn1-N-Vermilion Bay,462839,812609,18/05/2016,1.8
1335,FAIRBANK LAKE,FAIRBANK,1417,2,"Stn 2, E Mid-lake",462751,812443,23/05/2017,1.8
1336,FAIRBANK LAKE,FAIRBANK,1417,2,"Stn 2, E Mid-lake",462751,812443,24/05/2021,1.8
1337,FAIRBANK LAKE,FAIRBANK,1417,2,"Stn 2, E Mid-lake",462751,812443,10/10/2020,1.8
1338,FAIRBANK LAKE,FAIRBANK,1417,2,"Stn 2, E Mid-lake",462751,812443,21/05/2018,1.9
1339,FAIRBANK LAKE,FAIRBANK,1417,2,"Stn 2, E Mid-lake",462751,812443,18/05/2016,1.8
1340,FAIRBANK LAKE,FAIRBANK,1417,2,"Stn 2, E Mid-lake",462751,812443,22/07/2022,1.9
1341,FAIRBANK LAKE,FAIRBANK,1417,2,"Stn 2, E Mid-lake",462751,812443,31/05/2019,1.8
1342,FAIRBANK LAKE,FAIRBANK,1417,2,"Stn 2, E Mid-lake",462751,812443,24/05/2015,1.7
1343,FAIRBANK LAKE,FAIRBANK,1417,3,Stn3-S End-ResortBay,462733,812533,24/05/2021,1.8
1344,FAIRBANK LAKE,FAIRBANK,1417,3,Stn3-S End-ResortBay,462733,812533,24/05/2015,1.7
1345,FAIRBANK LAKE,FAIRBANK,1417,3,Stn3-S End-ResortBay,462733,812533,10/10/2020,1.8
1346,FAIRBANK LAKE,FAIRBANK,1417,3,Stn3-S End-ResortBay,462733,812533,22/07/2022,1.9
1347,FAIRBANK LAKE,FAIRBANK,1417,3,Stn3-S End-ResortBay,462733,812533,31/05/2019,1.8
1348,FAIRBANK LAKE,FAIRBANK,1417,3,Stn3-S End-ResortBay,462733,812533,21/05/2018,1.8
1349,FAIRBANK LAKE,FAIRBANK,1417,3,Stn3-S End-ResortBay,462733,812533,23/05/2017,1.7
1350,FAIRBANK LAKE,FAIRBANK,1417,3,Stn3-S End-ResortBay,462733,812533,18/05/2016,1.7
1351,FAIRBANK LAKE,FAIRBANK,1417,4,"Stn 4, Outlet",462733,812715,18/05/2016,1.7
1352,FAIRBANK LAKE,FAIRBANK,1417,4,"Stn 4, Outlet",462733,812715,23/05/2017,1.7
1353,FAIRBANK LAKE,FAIRBANK,1417,4,"Stn 4, Outlet",462733,812715,10/10/2020,1.8
1354,FAIRBANK LAKE,FAIRBANK,1417,4,"Stn 4, Outlet",462733,812715,24/05/2015,1.7
1355,FAIRBANK LAKE,FAIRBANK,1417,4,"Stn 4, Outlet",462733,812715,24/05/2021,1.8
1356,FAIRBANK LAKE,FAIRBANK,1417,4,"Stn 4, Outlet",462733,812715,21/05/2018,1.8
1357,FAIRBANK LAKE,FAIRBANK,1417,4,"Stn 4, Outlet",462733,812715,31/05/2019,1.8
1358,FAIRBANK LAKE,FAIRBANK,1417,4,"Stn 4, Outlet",462733,812715,22/07/2022,1.9
1359,FAIRBANK LAKE,FAIRBANK,1417,5,"Mid Lake, deep spot",462747,812537,25/05/2022,1.9
1360,FAIRY LAKE,CHAFFEY,1420,1,"NEend, deep spot",452007,791009,02/06/2021,7.3
1361,FAIRY LAKE,CHAFFEY,1420,1,"NEend, deep spot",452007,791009,14/06/2022,7.9
1362,FAIRY LAKE,CHAFFEY,1420,14,Shallow Bay near Grandview Inn,452023,790912,02/06/2021,7.7
1363,FAIRY LAKE,CHAFFEY,1420,14,Shallow Bay near Grandview Inn,452023,790912,14/06/2022,9.5
1364,FAIRY LAKE,CHAFFEY,1420,15,SW Bay,451905,791119,14/06/2022,6.9
1365,FAIRY LAKE,CHAFFEY,1420,15,SW Bay,451905,791119,02/06/2021,7.2
1366,FAIRY LAKE,CHAFFEY,1420,16,SE of Snake Island,451937,791019,02/06/2021,6.9
1367,FAIRY LAKE,CHAFFEY,1420,16,SE of Snake Island,451937,791019,14/06/2022,7
1368,FARIS LAKE (MARY WARREN),SEGUIN,1430,1,"Mid lake, deep spot",452046,795357,23/05/2018,2.1
1369,FARIS LAKE (MARY WARREN),SEGUIN,1430,1,"Mid lake, deep spot",452046,795357,11/06/2019,2.3
1370,FIRST LAKE,SEGUIN,1470,1,"Mid lake, deep spot",451657,795203,23/08/2017,34.3
1371,FIRST LAKE,SEGUIN,1470,1,"Mid lake, deep spot",451657,795203,14/06/2018,24.6
1372,FISHTAIL LAKE,HARCOURT,1480,1,"Mid Lake, deep spot",450838,781210,14/06/2016,0.5
1373,FISHTAIL LAKE,HARCOURT,1480,1,"Mid Lake, deep spot",450838,781210,15/07/2018,0.6
1374,FISHTAIL LAKE,HARCOURT,1480,1,"Mid Lake, deep spot",450838,781210,06/05/2015,0.4
1375,FISHTAIL LAKE,HARCOURT,1480,1,"Mid Lake, deep spot",450838,781210,14/06/2016,0.5
1376,FISHTAIL LAKE,HARCOURT,1480,1,"Mid Lake, deep spot",450838,781210,03/06/2017,0.5
1377,FLAXMAN LAKE,SEGUIN,1499,1,"Mid lake, deep spot",452018,794921,23/05/2018,0.2
1378,FLETCHER LAKE,MCCLINTOCK,1503,1,"N end, deep spot",452145,784603,21/05/2018,0.5
1379,FLETCHER LAKE,MCCLINTOCK,1503,1,"N end, deep spot",452145,784603,03/06/2017,0.5
1380,FLETCHER LAKE,MCCLINTOCK,1503,1,"N end, deep spot",452145,784603,09/05/2015,0.4
1381,FOOTE LAKE,"BETHUNE,CHAFFEY",1524,1,"Mid Lake, deep spot",452835,791035,20/05/2017,0.6
1382,FOOTE LAKE,"BETHUNE,CHAFFEY",1524,1,"Mid Lake, deep spot",452835,791035,31/05/2019,0.6
1383,FOOTE LAKE,"BETHUNE,CHAFFEY",1524,1,"Mid Lake, deep spot",452835,791035,06/05/2015,0.6
1384,FOOTE LAKE,"BETHUNE,CHAFFEY",1524,1,"Mid Lake, deep spot",452835,791035,04/05/2016,0.6
1385,FOOTE LAKE,"BETHUNE,CHAFFEY",1524,1,"Mid Lake, deep spot",452835,791035,14/05/2018,0.6
1386,FOOTE LAKE,"BETHUNE,CHAFFEY",1524,2,"East Bay, Deep Spot",452812,791010,31/05/2019,0.6
1387,FOOTE LAKE,"BETHUNE,CHAFFEY",1524,2,"East Bay, Deep Spot",452812,791010,04/05/2016,0.6
1388,FOOTE LAKE,"BETHUNE,CHAFFEY",1524,2,"East Bay, Deep Spot",452812,791010,06/05/2015,0.4
1389,FOOTE LAKE,"BETHUNE,CHAFFEY",1524,2,"East Bay, Deep Spot",452812,791010,14/05/2018,0.6
1390,FOOTE LAKE,"BETHUNE,CHAFFEY",1524,2,"East Bay, Deep Spot",452812,791010,20/05/2017,0.6
1391,FORGET LAKE,SEGUIN,1531,1,"Mid lake, deep spot",451521,795428,22/05/2019,0.7
1392,FORGET LAKE,SEGUIN,1531,1,"Mid lake, deep spot",451521,795428,01/06/2022,0.7
1393,FORTESCUE LAKE (BLACK),GALWAY-CAVENDISH,1536,1,"Stn 1, Central",445018,782631,02/05/2015,3.8
1394,FORTESCUE LAKE (BLACK),GALWAY-CAVENDISH,1536,1,"Stn 1, Central",445018,782631,16/05/2018,4.8
1395,FORTESCUE LAKE (BLACK),GALWAY-CAVENDISH,1536,1,"Stn 1, Central",445018,782631,21/05/2017,4.6
1396,FORTESCUE LAKE (BLACK),GALWAY-CAVENDISH,1536,1,"Stn 1, Central",445018,782631,15/05/2019,4.7
1397,FORTESCUE LAKE (BLACK),GALWAY-CAVENDISH,1536,1,"Stn 1, Central",445018,782631,27/04/2021,5.8
1398,FORTESCUE LAKE (BLACK),GALWAY-CAVENDISH,1536,1,"Stn 1, Central",445018,782631,08/05/2016,4
1399,FORTESCUE LAKE (BLACK),GALWAY-CAVENDISH,1536,1,"Stn 1, Central",445018,782631,22/05/2022,5.9
1400,FORTESCUE LAKE (BLACK),GALWAY-CAVENDISH,1536,1,"Stn 1, Central",445018,782631,29/05/2020,5
1401,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,30/05/2016,3.1
1402,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,08/07/2018,3.2
1403,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,27/05/2018,3.4
1404,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,24/06/2017,3.2
1405,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,10/10/2022,3.5
1406,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,30/05/2021,3.6
1407,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,12/08/2022,3.5
1408,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,25/06/2021,3.1
1409,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,19/06/2016,3.4
1410,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,23/07/2017,3.5
1411,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,12/07/2021,3.7
1412,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,19/06/2016,3.4
1413,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,26/06/2018,3.3
1414,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,18/07/2015,3
1415,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,07/07/2019,3.6
1416,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,03/06/2022,3.3
1417,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,04/06/2015,3.3
1418,FOUR MILE LAKE,SOMERVILLE,1543,1,"S end, Mid Lake",444050,784415,04/07/2022,3.4
1419,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,2,"W. end, deep basin",442957,763934,24/05/2016,9.2
1420,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,2,"W. end, deep basin",442957,763934,02/07/2020,8.2
1421,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,2,"W. end, deep basin",442957,763934,02/06/2019,8.2
1422,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,2,"W. end, deep basin",442957,763934,08/05/2017,9.5
1423,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,2,"W. end, deep basin",442957,763934,25/08/2022,8
1424,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,2,"W. end, deep basin",442957,763934,03/07/2018,8.3
1425,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,2,"W. end, deep basin",442957,763934,13/06/2016,9.6
1426,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,2,"W. end, deep basin",442957,763934,18/07/2017,9.4
1427,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,3,Central basin-deepsp,443020,763758,13/06/2016,9.7
1428,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,3,Central basin-deepsp,443020,763758,19/06/2018,8.4
1429,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,3,Central basin-deepsp,443020,763758,24/05/2016,9.5
1430,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,3,Central basin-deepsp,443020,763758,25/08/2022,8.2
1431,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,3,Central basin-deepsp,443020,763758,08/05/2017,9.6
1432,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,3,Central basin-deepsp,443020,763758,02/06/2019,8.3
1433,FOURTEEN ISLAND LAKE,"LOUGHBOROUGH, PORTLAND",1547,3,Central basin-deepsp,443020,763758,02/07/2020,8.3
1434,FOX LAKE,STISTED,1550,1,"Mid Lake, deep spot",452200,792100,17/05/2015,0.6
1435,FOX LAKE,STISTED,1550,1,"Mid Lake, deep spot",452200,792100,11/05/2016,0.6
1436,FOX LAKE,STISTED,1550,1,"Mid Lake, deep spot",452200,792100,05/05/2020,0.8
1437,FOX LAKE,STISTED,1550,1,"Mid Lake, deep spot",452200,792100,14/05/2021,0.8
1438,FOX LAKE,STISTED,1550,1,"Mid Lake, deep spot",452200,792100,11/05/2017,0.6
1439,FOX LAKE,STISTED,1550,1,"Mid Lake, deep spot",452200,792100,18/05/2019,0.6
1440,FOX LAKE,STISTED,1550,1,"Mid Lake, deep spot",452200,792100,21/05/2018,0.7
1441,FOX LAKE,STISTED,1550,1,"Mid Lake, deep spot",452200,792100,11/05/2022,0.8
1442,COLTON LAKE (FRENCH),ADMASTON/BROMLEY,1579,1,"Mid lake, deep spot",452626,765050,23/05/2022,1.9
1443,COLTON LAKE (FRENCH),ADMASTON/BROMLEY,1579,1,"Mid lake, deep spot",452626,765050,25/05/2019,1.5
1444,COLTON LAKE (FRENCH),ADMASTON/BROMLEY,1579,1,"Mid lake, deep spot",452626,765050,16/05/2015,1.9
1445,COLTON LAKE (FRENCH),ADMASTON/BROMLEY,1579,1,"Mid lake, deep spot",452626,765050,30/05/2021,1.9
1446,COLTON LAKE (FRENCH),ADMASTON/BROMLEY,1579,1,"Mid lake, deep spot",452626,765050,24/05/2018,2
1447,COLTON LAKE (FRENCH),ADMASTON/BROMLEY,1579,1,"Mid lake, deep spot",452626,765050,07/07/2020,1.9
1448,COLTON LAKE (FRENCH),ADMASTON/BROMLEY,1579,1,"Mid lake, deep spot",452626,765050,31/05/2016,1.8
1449,COLTON LAKE (FRENCH),ADMASTON/BROMLEY,1579,1,"Mid lake, deep spot",452626,765050,28/05/2017,1.9
1450,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,15/06/2018,8.9
1451,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,12/05/2021,10.5
1452,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,15/07/2022,10.7
1453,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,26/05/2020,9.9
1454,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,29/05/2022,10.4
1455,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,23/05/2016,9
1456,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,18/05/2015,9.9
1457,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,08/06/2019,10
1458,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,24/07/2016,9.9
1459,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,06/06/2021,11
1460,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,21/09/2022,10.8
1461,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,19/05/2019,9.4
1462,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,10/07/2021,11.1
1463,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,26/06/2016,9.8
1464,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,05/10/2020,10.7
1465,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,26/06/2015,8.7
1466,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,22/06/2022,10.2
1467,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,28/09/2020,10.6
1468,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,11/10/2022,10.9
1469,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,09/07/2015,8.8
1470,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,10/07/2018,8.9
1471,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,31/08/2020,10.4
1472,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,27/06/2020,9.9
1473,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,30/07/2020,9.7
1474,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,24/05/2017,9.8
1475,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,21/05/2018,8.8
1476,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,25/06/2017,9.4
1477,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,12/07/2017,9.1
1478,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,2,"Lost Bay, deep spot",442837,760618,24/08/2022,10.5
1479,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,3,"Mid lake, Deep Spot, Pine Isd.",442665,760936,02/06/2015,8.7
1480,GANANOQUE LAKE,LEEDS-THOUSAND IS,1614,3,"Mid lake, Deep Spot, Pine Isd.",442665,760936,29/05/2016,9.9
1481,GARTER SNAKE LAKE (LONG),DRAPER,1626,2,"Mid Lake, deep spot",445740,790744,31/05/2022,0.3
1482,GARTER SNAKE LAKE (LONG),DRAPER,1626,2,"Mid Lake, deep spot",445740,790744,30/05/2021,0.3
1483,GENEVA LAKE,HESS,1634,3,"S Bay, deep spot",464458,813318,14/05/2015,0.5
1484,GENEVA LAKE,HESS,1634,3,"S Bay, deep spot",464458,813318,31/05/2016,0.5
1485,GENEVA LAKE,HESS,1634,3,"S Bay, deep spot",464458,813318,24/05/2022,0.8
1486,GENEVA LAKE,HESS,1634,3,"S Bay, deep spot",464458,813318,21/05/2018,0.8
1487,GENEVA LAKE,HESS,1634,3,"S Bay, deep spot",464458,813318,16/05/2017,0.7
1488,GENEVA LAKE,HESS,1634,3,"S Bay, deep spot",464458,813318,06/05/2021,0.9
1489,GENEVA LAKE,HESS,1634,3,"S Bay, deep spot",464458,813318,24/05/2019,0.8
1490,GIBSON LAKE,GEORGIAN BAY,1644,3,SofNarrows-Deep Spot,445750,794502,25/05/2020,3.5
1491,GIBSON LAKE,GEORGIAN BAY,1644,3,SofNarrows-Deep Spot,445750,794502,25/07/2017,2.6
1492,GIBSON LAKE,GEORGIAN BAY,1644,3,SofNarrows-Deep Spot,445750,794502,22/05/2015,2.4
1493,GIBSON LAKE,GEORGIAN BAY,1644,3,SofNarrows-Deep Spot,445750,794502,23/05/2018,3.5
1494,GIBSON LAKE,GEORGIAN BAY,1644,3,SofNarrows-Deep Spot,445750,794502,19/05/2021,3.3
1495,GIBSON LAKE,GEORGIAN BAY,1644,3,SofNarrows-Deep Spot,445750,794502,01/06/2016,1.9
1496,GIBSON LAKE,GEORGIAN BAY,1644,3,SofNarrows-Deep Spot,445750,794502,27/05/2019,3.7
1497,GILBANK LAKE (BLACK),SEGUIN,1649,1,"Mid Lake, deep spot",451742,794440,01/07/2018,12.6
1498,GILBANK LAKE (BLACK),SEGUIN,1649,1,"Mid Lake, deep spot",451742,794440,21/05/2015,12
1499,GILBANK LAKE (BLACK),SEGUIN,1649,1,"Mid Lake, deep spot",451742,794440,14/06/2019,13.5
1500,GILBANK LAKE (BLACK),SEGUIN,1649,1,"Mid Lake, deep spot",451742,794440,24/05/2016,11.5
1501,GILBANK LAKE (BLACK),SEGUIN,1649,2,"Mid lake, deep spot",451741,794440,16/05/2019,12.7
1502,GILBANK LAKE (BLACK),SEGUIN,1649,2,"Mid lake, deep spot",451741,794440,14/06/2018,13.3
1503,GILBANK LAKE (BLACK),SEGUIN,1649,2,"Mid lake, deep spot",451741,794440,21/08/2017,12.4
1504,GLAMOR LAKE (BEAR),GLAMORGAN,1658,1,"N Central, deep spot",445808,782210,04/08/2022,2.9
1505,GLAMOR LAKE (BEAR),GLAMORGAN,1658,2,"N Central, deep spot",445807,782222,21/05/2018,2.4
1506,GLAMOR LAKE (BEAR),GLAMORGAN,1658,2,"N Central, deep spot",445807,782222,07/06/2017,2.1
1507,GLAMOR LAKE (BEAR),GLAMORGAN,1658,2,"N Central, deep spot",445807,782222,17/05/2021,2.6
1508,GLAMOR LAKE (BEAR),GLAMORGAN,1658,2,"N Central, deep spot",445807,782222,17/05/2015,1.9
1509,GLAMOR LAKE (BEAR),GLAMORGAN,1658,2,"N Central, deep spot",445807,782222,23/05/2016,2
1510,GLAMOR LAKE (BEAR),GLAMORGAN,1658,2,"N Central, deep spot",445807,782222,28/05/2022,2.8
1511,GLAMOR LAKE (BEAR),GLAMORGAN,1658,2,"N Central, deep spot",445807,782222,01/07/2019,2.2
1512,GLAMOR LAKE (BEAR),GLAMORGAN,1658,2,"N Central, deep spot",445807,782222,14/10/2020,2.5
1513,GLAMOR LAKE (BEAR),GLAMORGAN,1658,4,"South, Deep spot",445709,782249,28/05/2022,2.8
1514,GLAMOR LAKE (BEAR),GLAMORGAN,1658,4,"South, Deep spot",445709,782249,01/07/2019,2.3
1515,GLAMOR LAKE (BEAR),GLAMORGAN,1658,4,"South, Deep spot",445709,782249,07/06/2017,2.1
1516,GLAMOR LAKE (BEAR),GLAMORGAN,1658,4,"South, Deep spot",445709,782249,14/10/2020,2.5
1517,GLAMOR LAKE (BEAR),GLAMORGAN,1658,4,"South, Deep spot",445709,782249,23/05/2016,2
1518,GLAMOR LAKE (BEAR),GLAMORGAN,1658,4,"South, Deep spot",445709,782249,17/05/2021,2.9
1519,GLAMOR LAKE (BEAR),GLAMORGAN,1658,4,"South, Deep spot",445709,782249,21/05/2018,2.1
1520,GLEN LAKE,GUILFORD,1659,1,"Mid lake, deep spot",450753,782831,06/07/2021,2.8
1521,GLOUCESTER POOL,BAXTER,1666,2,Gloucester Pool 1,445206,794235,05/06/2018,31.8
1522,GLOUCESTER POOL,BAXTER,1666,4,Gloucester Pool 2,445035,794139,05/06/2018,29.8
1523,GLOUCESTER POOL,BAXTER,1666,5,Big Chute Bay,445254,794041,05/06/2018,34.1
1524,GLOUCESTER POOL,BAXTER,1666,6,White's Bay,445235,794316,05/06/2018,29.8
1525,GO HOME LAKE,GIBSON,1667,1,Bay of Many Winds,450026,795042,06/05/2016,6.7
1526,GO HOME LAKE,GIBSON,1667,1,Bay of Many Winds,450026,795042,02/05/2021,8
1527,GO HOME LAKE,GIBSON,1667,1,Bay of Many Winds,450026,795042,03/05/2015,5.6
1528,GO HOME LAKE,GIBSON,1667,1,Bay of Many Winds,450026,795042,08/05/2022,7.6
1529,GO HOME LAKE,GIBSON,1667,1,Bay of Many Winds,450026,795042,04/05/2019,7.4
1530,GO HOME LAKE,GIBSON,1667,1,Bay of Many Winds,450026,795042,05/05/2018,7.1
1531,GO HOME LAKE,GIBSON,1667,1,Bay of Many Winds,450026,795042,14/05/2017,6.8
1532,GO HOME LAKE,GIBSON,1667,2,Four Seasons Bay,450026,795042,08/05/2022,7.4
1533,GO HOME LAKE,GIBSON,1667,3,Bay of Many Winds Camp,450026,795042,08/05/2022,7.5
1534,GO HOME LAKE,GIBSON,1667,4,Heart Bay,450026,795042,08/05/2022,7.4
1535,GO HOME LAKE,GIBSON,1667,5,Go Home Lake Marina,450026,795042,08/05/2022,6.5
1536,GO HOME LAKE,GIBSON,1667,6,Pike Bay,450026,795042,08/05/2022,2.1
1537,GOLDEN LAKE,NORTH ALGONA,1675,3,"Mid Lake, deep spot",453424,772113,08/06/2022,4.7
1538,GOLDEN LAKE,NORTH ALGONA,1675,3,"Mid Lake, deep spot",453424,772113,13/06/2021,4.9
1539,GOLDEN LAKE,NORTH ALGONA,1675,4,"Tranquility Bay, Deep Spot",453349,771650,03/07/2019,4.3
1540,GOLDEN LAKE,NORTH ALGONA,1675,4,"Tranquility Bay, Deep Spot",453349,771650,05/07/2021,5.7
1541,GOLDEN LAKE,NORTH ALGONA,1675,4,"Tranquility Bay, Deep Spot",453349,771650,29/05/2022,5
1542,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,1,Pickerel Point,453910,800323,21/05/2018,3.1
1543,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,1,Pickerel Point,453910,800323,06/05/2016,2.7
1544,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,1,Pickerel Point,453910,800323,05/05/2019,4.5
1545,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,1,Pickerel Point,453910,800323,20/05/2017,4.4
1546,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,1,Pickerel Point,453910,800323,25/05/2022,3.2
1547,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,1,Pickerel Point,453910,800323,18/05/2015,1.6
1548,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,1,Pickerel Point,453910,800323,15/05/2021,2.7
1549,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,2,West of Squires Island,453931,800315,14/05/2022,3.3
1550,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,2,West of Squires Island,453931,800315,14/05/2018,3
1551,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,2,West of Squires Island,453931,800315,03/05/2020,3.1
1552,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,2,West of Squires Island,453931,800315,05/05/2021,2.5
1553,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,2,West of Squires Island,453931,800315,11/05/2019,3.2
1554,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,2,West of Squires Island,453931,800315,10/05/2017,3.8
1555,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,3,East end of lake,454023,800200,30/05/2018,2.7
1556,GOOSENECK LAKE,MUNICIPALITY OF WHITESTONE,1692,3,East end of lake,454023,800200,09/06/2019,3.3
1557,BEAVER LAKE (BETHUNE),BETHUNE,1700,1,"Mid Lake, deep spot",453453,791237,25/05/2019,0.4
1558,BEAVER LAKE (BETHUNE),BETHUNE,1700,2,"Mid Lake, deep spot",453482,791260,02/06/2016,0.4
1559,BEAVER LAKE (BETHUNE),BETHUNE,1700,2,"Mid Lake, deep spot",453482,791260,23/05/2017,0.4
1560,BEAVER LAKE (BETHUNE),BETHUNE,1700,2,"Mid Lake, deep spot",453482,791260,14/05/2022,0.7
1561,BEAVER LAKE (BETHUNE),BETHUNE,1700,2,"Mid Lake, deep spot",453482,791260,26/05/2015,1.6
1562,GRACE LAKE,HARCOURT,1717,1,"Mid Lake, deep spot",450407,781354,20/05/2019,0.6
