_id,Lake Name,Township,STN,Site ID,Site Description,Latitude (DMS),Longitude (DMS),Date (dd/mm/yyyy),Chloride (mg/L)
1,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,08/06/2017,0.7
2,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,19/07/2016,0.8
3,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,29/05/2015,0.6
4,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,21/05/2016,0.7
5,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,29/05/2021,0.6
6,ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,10/05/2017,0.7
7,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,07/10/2020,50.3
8,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,15/05/2021,46.9
9,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,13/05/2018,37.4
10,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,06/05/2019,37.9
11,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,09/05/2022,44.1
12,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,22/05/2016,32.4
13,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,02/05/2015,33
14,ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,26/05/2017,38.1
15,AEROBUS LAKE,UNORGANIZED,25,1,"North Basin, Deep Spot- Aer-N",502050,932123,30/05/2018,0.2
16,AEROBUS LAKE,UNORGANIZED,25,2,"South Basin, Deep Spot- Aer-S",501826,932503,30/05/2018,0.2
17,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,20/05/2016,3.8
18,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,02/06/2018,4.6
19,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17/06/2016,4.3
20,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17/07/2016,4.7
21,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,16/07/2021,6.8
22,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,03/07/2015,4.8
23,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,18/05/2019,3.5
24,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,23/06/2021,5.4
25,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,11/06/2019,4.9
26,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,10/06/2022,6.9
27,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,08/07/2019,5.7
28,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17/06/2016,4.3
29,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,01/06/2015,3.9
30,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17/06/2016,4.1
31,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,10/06/2022,6.6
32,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,02/06/2018,4.3
33,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,20/05/2016,4
34,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,16/07/2021,5.5
35,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,01/06/2015,3.7
36,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,18/05/2019,3.4
37,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17/07/2016,4.2
38,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17/06/2016,4.1
39,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,11/06/2019,4.3
40,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,03/07/2015,4.5
41,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,08/07/2019,5
42,AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,23/06/2021,5.4
43,AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,11/07/2021,0.7
44,AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,22/05/2017,0.6
45,AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,26/05/2019,0.5
46,AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,18/05/2015,0.6
47,AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,22/05/2016,0.6
48,ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,12/06/2017,0.6
49,ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,24/05/2018,0.6
50,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,10/06/2021,0.5
51,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,06/06/2019,0.5
52,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,30/05/2022,0.6
53,ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,24/05/2018,0.5
54,ARROWHEAD LAKE (RAT),CHAFFEY,126,1,"Mid lake, deep spot",452353,791212,22/05/2016,10.6
55,SPRUCE LAKE (ART),DYSART ET AL,127,1,"Mid Lake, deep spot",450335,782710,31/05/2022,1
56,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,20/05/2020,0.5
57,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,17/05/2016,0.5
58,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,05/05/2019,0.4
59,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,03/05/2017,0.6
60,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,10/05/2021,0.7
61,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,20/05/2022,0.5
62,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,16/05/2018,0.5
63,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,13/05/2015,0.5
64,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,06/05/2019,0.5
65,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,17/05/2016,0.5
66,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,20/05/2020,0.5
67,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,03/05/2017,0.5
68,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,10/05/2021,0.5
69,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,21/05/2018,0.7
70,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,20/05/2022,0.5
71,ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,13/05/2015,0.5
72,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,21/05/2019,0.8
73,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,18/05/2021,0.9
74,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,21/05/2018,0.8
75,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,19/05/2016,0.7
76,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,11/05/2015,0.8
77,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20/05/2020,0.9
78,ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20/05/2017,0.8
79,AYLEN LAKE,DICKENS,160,1,"Mid Lake, deep spot",453700,775100,25/05/2022,0.4
80,AYLEN LAKE,DICKENS,160,1,"Mid Lake, deep spot",453700,775100,02/06/2018,0.4
81,AYLEN LAKE,DICKENS,160,1,"Mid Lake, deep spot",453700,775100,26/05/2019,0.4
82,AYLEN LAKE,DICKENS,160,1,"Mid Lake, deep spot",453700,775100,14/07/2017,0.4
83,BABY LAKE,SEGUIN,163,1,site 1 mid lake,451545,794634,30/05/2019,84.8
84,BABY LAKE,SEGUIN,163,2,"Mid lake, deep spot",451212,794724,31/05/2022,0.9
85,BABY LAKE,SEGUIN,163,2,"Mid lake, deep spot",451212,794724,23/08/2017,91.3
86,BABY LAKE,SEGUIN,163,2,"Mid lake, deep spot",451212,794724,31/05/2019,1
87,BACK LAKE,SEGUIN,165,1,"Mid lake, deep spot",451839,795458,06/06/2018,63.7
88,BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,13/05/2021,0.4
89,BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,14/05/2022,0.5
90,BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,17/05/2015,0.4
91,BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,07/05/2019,0.4
92,BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,07/05/2018,0.5
93,BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,24/05/2016,0.5
94,BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,07/06/2017,0.4
95,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,1,Main Basin-deep spot,450700,780300,24/05/2016,1.1
96,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,1,Main Basin-deep spot,450700,780300,27/06/2018,1.5
97,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,1,Main Basin-deep spot,450700,780300,05/05/2022,1.6
98,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,1,Main Basin-deep spot,450700,780300,01/06/2017,1.4
99,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,24/05/2020,1.9
100,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,06/06/2021,2.2
101,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,29/05/2022,1.9
102,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,11/06/2017,1.4
103,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,19/05/2019,1.6
104,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,12/07/2015,1.4
105,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,22/05/2016,1.3
106,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,21/05/2018,1.5
107,BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,5,Main Deep Bay,450539,775935,01/06/2019,1.6
108,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,09/06/2018,18.4
109,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,03/06/2017,19.5
110,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,24/06/2015,18.8
111,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,13/05/2019,18.2
112,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,23/06/2016,18.9
113,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,22/07/2015,18.5
114,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,25/07/2016,19.4
115,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,05/07/2018,18.3
116,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,20/05/2015,17.7
117,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,23/06/2016,18.9
118,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,24/06/2019,19.7
119,PIKE LAKE,MINTO,205,1,"Mid Lake, deep spot",435755,804843,25/05/2016,17.6
120,BASS LAKE,BOBCAYGEON,237,2,Deep Spot,444033,783210,18/05/2017,3
121,BASS LAKE,RIDEAU LAKES,238,1,"Mid Lake, deep spot",444900,760842,30/06/2021,3.9
122,BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,19/05/2016,0.5
123,BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,16/05/2017,0.5
124,BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,29/05/2022,0.6
125,BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,19/05/2021,0.6
126,BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,15/05/2019,0.5
127,BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,12/05/2015,0.5
128,BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,21/05/2018,0.5
129,BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,14/10/2020,0.6
130,BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,28/05/2019,1.6
131,BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,29/06/2018,1.6
132,BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,28/06/2022,1.7
133,BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,26/05/2017,1.6
134,BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,21/05/2016,1.5
135,BASSWOOD LAKE,DAY & BRIGHT,246,2,"West basin, deep spot",462015,832611,28/05/2019,1.7
136,BASSWOOD LAKE,DAY & BRIGHT,246,2,"West basin, deep spot",462015,832611,28/06/2022,1.7
137,BASSWOOD LAKE,DAY & BRIGHT,246,2,"West basin, deep spot",462015,832611,26/05/2017,1.6
138,BASSWOOD LAKE,DAY & BRIGHT,246,2,"West basin, deep spot",462015,832611,29/06/2018,1.6
139,BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,28/05/2018,1.4
140,BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,09/06/2019,1.4
141,BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,04/06/2020,1.5
142,BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,29/05/2017,1.4
143,BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,19/05/2015,1.1
144,BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,08/05/2022,1.3
145,BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,23/05/2016,1.3
146,BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,30/05/2021,1.5
147,BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,09/06/2019,1.4
148,BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,04/06/2020,1.5
149,BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,08/05/2022,1.3
150,BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,28/05/2018,1.4
151,BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,19/05/2015,1.2
152,BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,23/05/2016,1.3
153,BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,30/05/2021,1.5
154,BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,29/05/2017,1.4
155,BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,19/05/2015,1.1
156,BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,28/05/2018,1.4
157,BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,04/06/2020,1.5
158,BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,23/05/2016,1.3
159,BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,29/05/2017,1.4
160,BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,09/06/2019,1.4
161,BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,30/05/2021,1.5
162,BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,08/05/2022,1.3
163,BEAR LAKE,LIVINGSTONE,267,4,"N end, deep spot Basin 2",452045,784242,30/05/2020,0.4
164,BEAR LAKE,LIVINGSTONE,267,4,"N end, deep spot Basin 2",452045,784242,25/05/2018,0.5
165,BEAR LAKE,LIVINGSTONE,267,4,"N end, deep spot Basin 2",452045,784242,19/05/2019,0.3
166,BEAR LAKE,LIVINGSTONE,267,4,"N end, deep spot Basin 2",452045,784242,02/05/2021,0.5
167,BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,18/07/2022,1.2
168,BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,10/07/2016,0.7
169,BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,03/07/2018,0.9
170,BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,09/06/2019,0.9
171,NEIGHICK LAKE (BEAVER),MUNICIPALITY OF WHITESTONE,287,3,"Stn 1, Lammert's Is.",453738,794334,11/10/2020,1.2
172,NEIGHICK LAKE (BEAVER),MUNICIPALITY OF WHITESTONE,287,3,"Stn 1, Lammert's Is.",453738,794334,05/06/2016,0.9
173,NEIGHICK LAKE (BEAVER),MUNICIPALITY OF WHITESTONE,287,3,"Stn 1, Lammert's Is.",453738,794334,24/05/2015,0.7
174,NEIGHICK LAKE (BEAVER),MUNICIPALITY OF WHITESTONE,287,3,"Stn 1, Lammert's Is.",453738,794334,04/06/2018,0.8
175,NEIGHICK LAKE (BEAVER),MUNICIPALITY OF WHITESTONE,287,3,"Stn 1, Lammert's Is.",453738,794334,19/05/2019,0.7
176,NEIGHICK LAKE (BEAVER),MUNICIPALITY OF WHITESTONE,287,3,"Stn 1, Lammert's Is.",453738,794334,20/05/2017,0.7
177,BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,26/06/2016,3.1
178,BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,23/05/2021,4.6
179,BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,16/05/2017,3.6
180,BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,03/06/2018,4.5
181,BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,14/05/2015,3
182,BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,09/06/2019,4.1
183,BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,30/05/2022,5.6
184,BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,17/05/2015,1.1
185,BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,17/05/2020,1.2
186,BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,21/05/2018,1.2
187,BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,24/05/2021,1.2
188,BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,22/05/2019,1.1
189,BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,22/05/2017,1.2
190,BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,22/05/2016,1.2
191,BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,01/06/2022,0.3
192,BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,11/07/2021,0.3
193,BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,10/08/2022,6.4
194,BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,02/09/2022,6.5
195,BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,27/05/2018,0.4
196,BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,27/05/2016,0.3
197,BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,18/05/2015,0.3
198,BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,10/06/2017,0.3
199,BERNARD LAKE,STRONG,337,1,Main Basin-deep spot,454500,792300,03/07/2022,14.8
200,BERNARD LAKE,STRONG,337,1,Main Basin-deep spot,454500,792300,15/06/2016,11.8
201,BERNARD LAKE,STRONG,337,1,Main Basin-deep spot,454500,792300,20/06/2021,14.6
202,BERNARD LAKE,STRONG,337,1,Main Basin-deep spot,454500,792300,17/06/2019,14
203,BERNARD LAKE,STRONG,337,1,Main Basin-deep spot,454500,792300,21/05/2015,12.1
204,BERNARD LAKE,STRONG,337,2,"S Basin, deep spot",454250,792340,03/07/2022,14.8
205,BERNARD LAKE,STRONG,337,2,"S Basin, deep spot",454250,792340,15/06/2016,11.9
206,BERNARD LAKE,STRONG,337,2,"S Basin, deep spot",454250,792340,20/06/2021,14.5
207,BERNARD LAKE,STRONG,337,2,"S Basin, deep spot",454250,792340,21/05/2015,12.3
208,BERNARD LAKE,STRONG,337,2,"S Basin, deep spot",454250,792340,17/06/2019,13.8
209,BERNARD LAKE,STRONG,337,3,W Bay near dam,454314,792449,16/06/2019,13.8
210,BERNARD LAKE,STRONG,337,3,W Bay near dam,454314,792449,21/05/2015,12.1
211,BERNARD LAKE,STRONG,337,3,W Bay near dam,454314,792449,03/07/2022,14.8
212,BERNARD LAKE,STRONG,337,3,W Bay near dam,454314,792449,20/06/2021,14.7
213,BERNARD LAKE,STRONG,337,3,W Bay near dam,454314,792449,15/06/2016,11.9
214,BERNARD LAKE,STRONG,337,4,N end near Sundridge,454600,792313,16/06/2019,14.1
215,BERNARD LAKE,STRONG,337,4,N end near Sundridge,454600,792313,21/05/2015,12.1
216,BERNARD LAKE,STRONG,337,4,N end near Sundridge,454600,792313,03/07/2022,14.9
217,BERNARD LAKE,STRONG,337,4,N end near Sundridge,454600,792313,15/06/2016,11.8
218,BERNARD LAKE,STRONG,337,4,N end near Sundridge,454600,792313,20/06/2021,14.7
219,BETHEL LAKE,MCKIM,347,1,"Mid Lake, deep spot",462815,805744,09/05/2022,41.9
220,BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,16/05/2015,9.7
221,BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,31/05/2019,12
222,BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,22/05/2016,10.9
223,BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,06/05/2018,11.1
224,BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,23/05/2022,10.6
225,BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,24/05/2021,11.4
226,BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,06/10/2020,12.1
227,BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,20/05/2017,11.3
228,BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,03/06/2017,9.5
229,BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,25/05/2020,10
230,BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,22/05/2016,8.3
231,BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,20/05/2022,8.5
232,BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,19/05/2019,9.6
233,BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,18/05/2021,9.4
234,BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,15/05/2015,8.8
235,BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,03/06/2017,10.2
236,BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,18/05/2021,9.3
237,BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,20/05/2022,8.5
238,BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,23/05/2016,9.2
239,BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,15/05/2015,8.1
240,BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,25/05/2020,10.3
241,BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,24/05/2018,10.2
242,BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,19/05/2019,11.3
243,BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,30/06/2022,2.8
244,BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,17/05/2015,2.7
245,BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,09/06/2019,2.8
246,BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,07/06/2017,2.6
247,BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,30/05/2021,3
248,BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,04/06/2016,2.4
